Date	Owner	Statement	Verdict	Link	Suitability	Notes	Possible Source(s) to use?
05/12/2013	Facebook Posts	Vladimir Putin said, "President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy."	FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/05/facebook-posts/facebook-meme-says-vladimir-putin-accused-barack-o/	NO	Regarding what Putin said.	
04/12/2013	Barack Obama	The minimum wage "in real terms right now is below where it was when Harry Truman was in office." 	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/04/barack-obama/barack-obama-says-minimum-wage-higher-now-under-ha/	YES	Ill-Defined	http://www.dol.gov/whd/minwage/chart.htm, http://www.fas.org/sgp/crs/misc/R42973.pdf
04/12/2013	Facebook Posts	44% of homeless people are employed.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/04/facebook-posts/facebook-post-says-44-percent-homeless-people-are-/	YES	It's old data and it's a bit fuzzy but I think it's suitable.	http://www.urban.org/UploadedPDF/homelessness.pdf
01/12/2013	Timothy Dolan	We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.	TRUE	http://www.politifact.com/truth-o-meter/statements/2013/dec/04/timothy-dolan/us-bishops-have-supported-universal-health-care-19/	YES	May require OCR	http://cuomeka.wrlc.org/files/original/835f26c0ebabbd7ba0d55b60dabb47b0.pdf
24/11/2013	Sen. Bob Corker, R-Tenn.	"The administration was kicking and screaming all the way with these sanctions being put in place (on Iran)."	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2013/dec/03/bob-corker/corker-said-congress-dragged-obama-kicking-and-scr/	NO	As phrased it is not suitable.	
30/08/2013	Paddy Ashdown, BBC News	Maybe I am just an old war horse from the past but I think it has a profound implication for our country. I think it diminishes our country hugely.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-britain-global-power-players-2003-2013/15610	No	This statement refers to Parliament’s vote against military action in Syria If the statement was only about the strength of military in Britain, it culd be measured statistically as done in this fact check, however the statement refers to the decision in regard with Syria and seems to be subjective	
21/08/2013	Keep our NHS Public	NHS England has announced that patient data held by GPs is to be sold for £1 per request to ‘approved companies’ who wish to buy it. Patient records are supposed to be anonymised, with each name + first line of address merely replaced with a unique identifier code. A list of the codes will be held separately. But it will not be hard for names and addresses to be restored; once a patient record is uploaded. Any teenager could do it.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/nhss-anonymous-data-anonymous/14200	No		
	Heather Wakefield from Unison	We think that it’s also an infringement of equality legislation, that the government and local authorities should be doing equality audits because the elderly, children, pregnant women and people with disabilities are the worst hit and we think this is probably a breech of equality law too.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-council-toilet-closures-infringing-rights/14180	No	Refers to council toilet closures	
14/08/2013	Ed Miliband	If you really believe that what people are seeing is rising incomes in this country, I don’t think that’s what people in this country are feeling.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-cost-living-crisis/14164	Yes	The part about how people are feeling is not easy to factcheck, the rest is fine though.	http://www.ifs.org.uk/wps/wp201311.pdf
12/08/2013	Nick Pickles, Big Brother Watch	There’s one study that said we have 1 per cent of the world’s population and 20 per cent of the world’s CCTV cameras.	FALSE	http://blogs.channel4.com/factcheck/factcheck-big-brother-watching/14125	Yes		http://www.channel4.com/news/articles/society/factcheck+how+many+cctv+cameras/2291167.html
23/07/2013	Labour Party	Labour is today publishing analysis showing that there will be a shortfall of 120,000 primary school places by September this year	FALSE	http://blogs.channel4.com/factcheck/factcheck-black-mark-for-labour-on-primary-school-places/14069	Yes	While this is a speculation, it seems like the data for it is available now.	http://www.nao.org.uk/wp-content/uploads/2013/03/10089-001_Capital-funding-for-new-school-places.pdf
23/07/2013	Professor Les Ebdon	The figures demonstrate clearly that universities’ significant efforts to widen participation to higher education are making a real and lasting difference to thousands of lives.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-why-we-havent-cracked-the-university-problem-yet/14037	Yes		http://www.hesa.ac.uk/index.php?option=com_content&task=view&id=2397&Itemid=141
17/07/2013	David Laws, schools minister	We’re not only demanding this of schools and suggesting that that schools need to raise their sights in the future. But we’re also supplying additional money… all of this money that we’re talking about today, the increase in the pupil premium is additional money that government is investing.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-just-how-additional-is-that-additional-money-for-schools/14017	No		
16/07/2010	Number 10	Overall in net terms, at the number of clinically trained professionals in the NHS, they are up 8,000 since the start of this government	TRUE	http://blogs.channel4.com/factcheck/factcheck-how-critical-are-nhs-staffing-levels/13981	Yes		http://www.hscic.gov.uk/catalogue/PUB10832
15/07/2013	Health Secretary Jeremy Hunt	The government has decided to wait until the emerging impact of the decision in Australia can be measured before we make a final decision on this policy in England	FALSE	http://blogs.channel4.com/factcheck/factcheck-the-plain-truth-about-cigarette-packaging/13965	No	Refers to cigarette plain packaging campaign	
28/01/2014	Barack Obama	There is more oil produced at home than we buy from the rest of the world – the first time that’s happened in nearly 20 years,	TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/28/barack-obama/state-union-obama-says-us-produces-more-oil-it-buy/	Yes	Two claims in one, first one already checked here: http://www.politifact.com/truth-o-meter/statements/2014/jan/17/barack-obama/obama-says-us-produces-more-oil-it-imports-first-t/	http://www.eia.gov/forecasts/steo/archives/Nov13.pdf
28/01/2014	Barack Obama	Today, after four years of economic growth, corporate profits and stock prices have rarely been higher, and those at the top have never done better," Obama said. "But average wages have barely budged.	TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/28/barack-obama/state-union-obama-says-over-past-four-years-averag/	Yes	Interesting statement of PF: At PolitiFact, one of our core principles is "words matter." So in this item, we will look at average wages -- not the median wage, and not the average (or median) family income or household income.	"The Bureau of Labor Statistics’ National Occupational Employment and Wage Estimates"; The Social Security Administration's National Average Wage Index
26/01/2014	Rand Paul	Over half of the young people in medical school and dental school are women. Law school, the same way.	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/jan/28/rand-paul/rand-paul-says-more-half-students-medical-dental-a/	Yes		https://www.aamc.org/download/321526/data/2013factstable26-2.pdf, http://www.ada.org/sections/professionalResources/docs/SDE1_2011-12_and_2012-13_final.xlsx
26/01/2014	Ted Cruz	We’ve got the lowest labor force participation in over three decades, since 1978.	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/26/ted-cruz/labor-force-participation-its-lowest-point-1978-sa/	Yes	Claim's correct but not necessarily Obama's fault. Useful resource: http://www.bls.gov/bls/glossary.htm#L glossary 	http://www.bls.gov/opub/mlr/2013/article/labor-force-projections-to-2022-the-labor-force-participation-rate-continues-to-fall.htm
26/01/2014	Mitch McConnell	The minimum wage is mostly an entry-level wage for young people.	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/26/mitch-mcconnell/mitch-mcconnell-says-minimum-wage-young-people-ent/	Yes 	entry-level wage is a little subtle I think, and actually wrong here. If he had said "Minimum wage is mostly earned by young people" it would be clearer and "Fact". 	http://www.bls.gov/cps/minwage2012.pdf
22/01/2014	Senator Patty Murray 	In the past three years, state legislatures have "enacted more of these restrictions (on abortion) than in the previous 10 years combined."	TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/24/patty-murray/more-state-abortion-restrictions-were-enacted-last/	Yes	This looked impossible first because "abortion restriction" seemed like a fuzzy term, but because there is a report specifically on this, this seems doable.	http://www.guttmacher.org/statecenter/updates/2013/statetrends42013.html
21/01/2014	Patrick Kennedy	today’s modern, genetically modified marijuana (has) much higher THC levels, far surpass(ing) the marijuana that the president acknowledges smoking when he was a young person."	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/24/patrick-kennedy/has-potency-pot-changed-president-obama-was-high-s/	Yes	THC levels higher, but through genetic selection, not modification. 	
23/01/2014	Rep. Louie Gohmert 	"Forty years ago, hardly anybody in the country had health insurance."	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/jan/24/louie-gohmert/texas-rep-louie-gohmert-says-40-years-ago-hardly-a/	Yes		http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/MedicareMedicaidStatSupp/2011.html; http://www.cdc.gov/nchs/data/nhsr/nhsr017.pdf
18/01/2014	Barack Obama	"Thanks in part to our all-of-the-above strategy for American energy," the United States generates "more natural gas than anybody."	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/22/barack-obama/barack-obama-says-we-generate-more-natural-gas-any/	No	Partly unsuitable because causility is claimed. part fiction because sources could be inaccurate? Can we make this argument not more often? 	http://www.bp.com/content/dam/bp/excel/Statistical-Review/statistical_review_of_world_energy_2013_workbook.xlsx
19/01/2014	Vladimir Putin	"In some of the states in the U.S., homosexuality remains a felony."	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/jan/19/vladimir-putin/putin-some-places-united-states-homosexuality-rema/	Yes	States have anti-sodomy laws, but it's not a felony. Hmm, would have rated this FactFictionFiction maybe...	
19/01/2014	Vladimir Putin	in Russia "all people are absolutely equal regardless of their religion, sex, ethnicity, or sexual orientation," while "70 countries of the world have criminal liability for homosexuality."	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/19/vladimir-putin/putin-70-countries-being-gay-crime/	Yes		http://old.ilga.org/Statehomophobia/ILGA_State_Sponsored_Homophobia_2013.pdf
16/01/2014	Facebook posts	"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down."	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/jan/17/facebook-posts/viral-internet-meme-says-us-government-predicted-1/	No	Not sure, it's a claim regarding whether a claim was made.	
13/01/2014	Former Def. Sec. Robert Gates	On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was "a step forward" for human rights in Iran, opposed Reagan's defense build-up and voted against the first Gulf War.	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/jan/16/robert-gates/robert-gates-criticism-vice-president-joe-biden/	No	Claim about whether a person supported certain points	
10/03/2014	Facebook Meme	Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction. Rand Paul believes the earth is 10,000 years old and God removed dinosaurs "to make space for humans.	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/mar/25/facebook-posts/facebook-meme-claims-rand-paul-and-marco-rubio-hav/	NO	Facebook meme, multiple claims regarding people's beliefs, hence unsuitable?	
20/03/2014	Barack Obama	Our high school graduation rate is the highest on record, more young people are earning college degrees than ever before.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/mar/26/barack-obama/barack-obama-says-high-schoolers-are-graduating-al/	YES	Different statistics available which make this difficult	https://explore.data.gov/Education/Adjusted-Cohort-Graduation-Rates-at-the-school-lev/m5pw-2ea9 http://nces.ed.gov/pubs2013/2013309rev.pdf https://nces.ed.gov/programs/digest/d12/tables/dt12_122.asp
25/03/2014	Barbara Boxer	"women take birth control, more than half of them, as a medication for other conditions"	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/mar/26/barbara-boxer/barbara-boxer-says-more-half-women-use-birth-contr/	YES		http://www.guttmacher.org/pubs/Beyond-Birth-Control.pdf
19/03/2014	Chris Chocola	Sen. Cochran loves the power of pork so much that he once voted to spend hundreds of millions of dollars on probably the most famous pork project of all — the Bridge to Nowhere in Alaska — instead of shifting the money to repair a bridge damaged by Hurricane Katrina.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/mar/27/chris-chocola/did-mississippi-sen-thad-cochran-spurn-katrina-bri/	NO	Claim about his intentions rather than about the actual vote.	
27/03/2014	Alison Lundergan Grimes	McConnell is "the No. 1 recipient of contributions from lobbyists this cycle."	TRUE	http://www.politifact.com/truth-o-meter/statements/2014/mar/27/alison-lundergan-grimes/does-mitch-mcconnell-receive-more-money-lobbyists-/	YES	Tricky: Some other person received more money but is discounted because he ran twice in this season?	http://www.opensecrets.org/lobby/lobby_contribs.php?cycle=2014&type=P
28/03/2014	Facebook Meme	22 Countries Invaded by the U.S. in 20 Years	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/mar/31/facebook-posts/viral-meme-says-united-states-has-invaded-22-count/	NO	Definition of invasion is too vague	
27/03/2014	Facebook Meme	Unclear: Unconstitutional!!! Accepting an islamic order and gold medal.	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/01/facebook-posts/meme-says-barack-obamas-acceptance-islamic-order-a/	NO	Probably far too tricky because of legal arguments concerning the type of present and precedents.	http://www.justice.gov/olc/opiniondocs/emoluments-nobel-peace.pdf http://www.gpo.gov/fdsys/pkg/USCODE-2011-title5/html/USCODE-2011-title5-partIII-subpartF-chap73-subchapIV-sec7342.htm http://www.fas.org/sgp/crs/misc/R42662.pdf
26/03/2014	Organizing for Action	One of the Koch brothers' anti-Obamacare groups is going to college campuses, giving away free booze to try to bribe young folks out of getting health insurance	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/apr/01/organizing-action/organizing-action-says-koch-brothers-group-used-bo/	YES		http://www.hangtime.com/events/free-drinks-food-at-the-crust-18-to-enter-21-to-drink/172757909585610 https://www.facebook.com/DartmouthCollegeRepublicans/photos/a.415807158461420.87591.192893990752739/682967708412029/?type=1
02/04/2014	Harry Reid	They (The Koch brothers)'re the richest people in the world. Individually they're only fifth. Put them together they're the richest in the world.	MOSTLY TRUE	http://www.politifact.com/truth-o-meter/statements/2014/apr/02/harry-reid/harry-reid-says-koch-brothers-are-richest-family-w/	YES		http://www.forbes.com/forbes-400/list/ http://www.forbes.com/billionaires/
01/04/2014	Kentucky Opportunity Coalition	The death tax makes it harder for us to hand our farm on to our kids	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/03/kentucky-opportunity-coalition/pro-mcconnell-group-says-estate-tax-makes-it-hard-/	NO	Subjective	
03/04/2014	Charles Koch	It was only in the past decade that I realized the need to also engage in the political process.	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/03/charles-koch/charles-koch-op-ed-says-his-political-engagement-b/	NO	Fluid categories, not clear how to judge political engagement	
01/04/2014	Marco Rubio	The purpose of Obamacare was not to get 7 million people or 6 million people, or whatever the number now is, to sign up on a website. The purpose of Obamacare, according to them, was to get more people  insurance. And by all accounts, it's going to fall woefully short.  You're still going to have 30-some-odd million people in this country  uninsured.	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/04/marco-rubio/rubio-says-health-care-law-fell-short-goal-30-mill/	NO	The way he phrased it, he doesn't actually commit to a number ...	
02/04/2014	Charles Koch	EPA officials have commended us (Koch industries) for our ‘commitment to a cleaner environment’ and called us ‘a model for other companies.	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/04/charles-koch/epa-koch-brothers-business-environment/	NO	Quote is true, but in reference to a specific process and not in reference to a company. It is a statement about a statement though, so we avoided it.	http://yosemite.epa.gov/opa/admpress.nsf/0/6F25BD791C4B21CB852577C400552339
04/04/2014	Chain Email	This is the first time since WWII that five nuclear-powered aircraft carriers were docked together	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/04/chain-email/were-five-aircraft-carriers-docked-one-place-2014-/	YES		https://web.archive.org/web/20130101062828/http:/blogs.defensenews.com/intercepts/2012/12/home-for-christmas-9-flattops-at-norfolk-dec-20-2012/
04/04/2014	Chain Email	Michelle Obama waves red communist flags on her taxpayer-funded visit to China	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/04/chain-email/chain-email-says-michelle-obama-waved-communist-fl/	YES	Tricky resolution, though, as this requires image analysis to establish that the flag she is waving is not the Chinese national flag	http://www.nbcnews.com/news/world/first-lady-joins-chinese-folk-dance-n60276
06/04/2014	Michael McCaul	When people enlist in the military, there is a physical check but there's not a mental health evaluation when people enter the service	TRUE	http://www.politifact.com/truth-o-meter/statements/2014/apr/06/michael-mccaul/mccaul-when-people-enter-service-theres-not-mental/	YES		http://www.dtic.mil/whs/directives/corres/pdf/649004p.pdf http://www.apd.army.mil/jw2/xmldemo/r601_270/main.asp http://www.mepcom.army.mil/enlistment.html
01/04/2014	Barack Obama	"More than 3 million young adults ... have gained insurance under (the Affordable Care Act) by staying on their family’s plan."	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/apr/07/barack-obama/obama-says-more-3-million-young-adults-got-health-/	YES	Various estimates in circulation, no precise up-to-date numbers	http://acasignups.net/14/04/03/sub26ers-reducing-lower-line-update, http://aspe.hhs.gov/aspe/gaininginsurance/rb.pdf
04/04/2014	Jay Carney	Who will raising the minimum wage actually help? More than half work full-time. The average worker is 35 years old.	HALF TRUE	http://www.politifact.com/truth-o-meter/statements/2014/apr/08/jay-carney/white-house-says-most-those-helped-its-minimum-wag/	YES		http://www.bls.gov/cps/minwage2013.pdf http://s1.epi.org/files/2014/EPI-1010-minimum-wage.pdf
26/03/2014	Senate Majority PAC	Now they [The Koch brothers] are spending millions to buy a Senate seat for Bill Cassidy so he can fight for them	MOSTLY FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/08/senate-majority-pac/democratic-group-assails-koch-brothers-role-louisi/	NO	Rather subjective	only indirect sources listed
28/03/2014	Senate Majority PAC	Before Congress, Cotton got paid handsomely working for insurance companies and corporate interests.	FALSE	http://www.politifact.com/truth-o-meter/statements/2014/apr/09/senate-majority-pac/democratic-pac-says-tom-cotton-got-paid-handsomely/	YES	Worked for McKinsey, which is not an insurance company. Consulted insurance companies, thus worked indirectly for them	http://pfds.opensecrets.org/N00033363_2011_nom.pdf http://www.senate.gov/CRSReports/crs-publish.cfm?pid=%270E%2C*PL%5B%3D%23P%20%20%0A https://www.facebook.com/TomCottonAR/info
30/10/2013	David Cameron, House of Commons	Fuel poverty went up under Labour.	HALF TRUE	http://blogs.channel4.com/factcheck/turning-heat-pms-fuel-poverty-claims-factcheck/16286	yes	Numerically verifiable	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/199824/Trends_in_fuel_poverty_2003-2011_Definition_-_FINAL.xlsx https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/226991/trends_in_fuel_poverty_2003_2011_new_hills_definition.xlsx
31/10/2013	David Cameron, House of Commons	Under this Government, we’ve maintained the winter fuel payments	MOSTLY FALSE	http://blogs.channel4.com/factcheck/turning-heat-pms-fuel-poverty-claims-factcheck/16286	yes	Numerically verifiable	http://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CDYQFjAB&url=http%3A%2F%2Fwww.parliament.uk%2Fbriefing-papers%2FSN06019.pdf&ei=-TpxUqXzNIKatQbM24HgDA&usg=AFQjCNGGHwwiclowfRAAeWletaWvJmq9Aw&sig2=ATbJsO4K-okRsd_g_zvw3g&bvm=bv.55617003,d.Yms&cad=rja
01/11/2013	David Cameron, House of Commons	We have increased the cold weather payments.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/turning-heat-pms-fuel-poverty-claims-factcheck/16286	yes	Numerically verifiable	
29/10/2013	UK Government	The government has updated the benefit to cost ratio (BCR) of the railway, valuing it at 2.3, or providing £2 worth of benefits for every £1 spent. This is similar to Crossrail and higher than the benefit cost ratio for some other major projects when approved, such as Thameslink and the Jubilee Line extension.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-hs2-money/16278	yes	Not explicitely mentioned who made the statement	https://www.gov.uk/government/news/hs2-crucial-to-meet-uk-transport-needs https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/220541/green_book_complete.pdf
26/10/2013	Baroness Jones	Lord Nash has given false information to parliament and he should correct the error at the earliest opportunity.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-free-schools/16272	no	Accusation, personal opinion	
24/10/2013	Dr Hilary Emery, Chief Executive of the National Children’s Bureau	Data shows five excess child deaths per day in UK compared to Sweden	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-child-deaths-britain-worse-sweden/16244	yes	Numerically verifiable. Interestingly the verdict is not just about the number, but also on whether this particular comparison is informative.	https://www.gov.uk/government/news/chief-medical-officer-prevention-pays-our-children-deserve-better https://www.gov.uk/government/publications/chief-medical-officers-annual-report-2012-our-children-deserve-better-prevention-pays/cmos-annual-report-2012-our-children-deserve-better-cmos-summary-as-a-web-page http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)62085-6/fulltext
01/08/2012	Anne Marie Waters, council member of the National Secular Society	The number of women wearing the burka and niqab has exploded in Britain in recent decades	HALF TRUE	http://blogs.channel4.com/factcheck/britains-niqab-unveiling-facts-factcheck/16232	no	Numerically verifiable, Exact date is not known (August 2013)	http://www.secularism.org.uk/blog/2012/08/women-can-choose-to-wear-the-burka--but-can-they-choose-not-to
19/09/2013	Philip Hollobone MP	There’s overwhelming support for banning the veil. People feel it’s alien to our way of life.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/britains-niqab-unveiling-facts-factcheck/16232	yes	Public opinion, possible to verify	http://yougov.co.uk/news/2013/09/18/most-still-want-ban-burka-britain/
16/09/2013	Dr Sarah Wollaston MP for Totnes	The niqab … collude[s] with making women invisible.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/britains-niqab-unveiling-facts-factcheck/16232	no	(Personal?) opinion, hard to verify	
23/10/2013	David Davis, Conservative MP	The police put millions of innocent people under surveillance in order to catch a tiny minority of wrongdoers. Perhaps now it is time to make officers wear a camera and microphone while on duty. When they tried this in California, use of force by police officers dropped by two-thirds in a year.	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-putting-cameras-cops-behave/16202	yes	Could be seen as speculation, but one part of the analogy can be verified. The verdict is also about whether they trust the numbers.	http://www.thetimes.co.uk/tto/opinion/columnists/article3901699.ece http://www.scribd.com/doc/130767873/Self-awareness-to-being-watched-and-socially-desirable-behavior-A-field-experiment-on-the-effect-of-body-worn-cameras-on-police-use-of-force
22/10/2013	Department of Health	Foreign visitors owe the NHS £2bn	MOSTLY FALSE	http://blogs.channel4.com/factcheck/foreign-visitors-owe-nhs-2bn-factcheck/16194	no	Numerically verifiable	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/254200/Quantitative_Assessment_of_Visitor_and_Migrant_Use_of_the_NHS_in_England_-_Exploring_the_Data_-_SUMMARY._2__pdf.pdf
21/10/2013	Ed Davey, energy secretary	If people at home want to be able to keep watching the television, be able to turn the kettle on, and benefit from electricity, we have got to make these investments. It is essential to keep the lights on.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/nuclear-overreacting/16176	no	Which investments (nuclear reactor) is not clear from wording, also the causality is hard to assess	
18/10/2013	Health Secretary Jeremy Hunt, National Children’s and Adults Services conference	[I am] struck by the reverence and respect for older people in Asian culture. In those countries, when living alone is no longer possible, residential care is a last, rather than a first option	HALF TRUE	http://blogs.channel4.com/factcheck/factcheck-hunts-rosetinted-view-chinas-social-care-system/16154	No		http://www.telegraph.co.uk/news/worldnews/asia/china/9805834/Chinas-ageing-population-100-year-waiting-list-for-Beijing-nursing-home.html  http://www.channel4.com/news/old-age-elderly-care-homes-jeremy-hunt-health-secretary
16/10/2013	Mark Rimmer, a senior Registrar in Brent and head of the Local Registration Services Association	In an area like London it would not be unreasonable to say that 20% of all our marriages are suspicious.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-20-cent-london-marriages-bogus/16096	yes	Numerically verifiable. One would probably need context to tell that this about visas	http://news.sky.com/story/1155062/immigration-one-in-five-marriages-a-sham http://www.ons.gov.uk/ons/publications/re-reference-tables.html?edition=tcm%3A77-292280
14/10/2013	Boris Johnson	Who, according to JK Rowling, the author of the Harry Potter novels, was Harry Potter’s first girlfriend? Who is the first person he kisses? That’s right, Cho Chang – who is a Chinese overseas student at Hogwarts school.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-osborne-boris-china/16064	yes	Not sure if Cho is Chinese (name doesn't sound so)	
14/10/2013	George Osborne	One hundred and sixty million Chinese are watching Downton Abbey, which is more than double the number of people who live in the UK.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-osborne-boris-china/16064	yes	It is mentioned as a fact which turns out to be a speculation.	http://blogs.telegraph.co.uk/news/tomchiversscience/100241196/george-osborne-thinks-160m-chinese-watch-downton-shouldnt-the-chancellor-have-a-good-head-for-figures/
14/10/2013	George Osborne	Take your great high-tech company, Huawei. There are some western governments that have blocked Huawei from making investments. Not Britain. Quite the opposite.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/factcheck-osborne-boris-china/16064	yes		https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/205680/ISC-Report-Foreign-Investment-in-the-Critical-National-Infrastructure.pdf
14/10/2013	Vicky Pryce	More than 50 per cent of women who enter jail have been physically, sexually, or emotionally abused. And those are statistics quoted by everybody.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-vicky-pryces-prisonomics-add/16042	yes	Numerically verifiable. The verdict assumes that statement is made for abuse in adult years, not sure though this is correct to assume though.	http://www.bbc.co.uk/news/uk-politics-24516626 https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/278837/prisoners-childhood-family-backgrounds.pdf
10/10/2013	Immigration minister Mark Harper	The Immigration Bill will [..] reduce the pull factors which encourage people to come to the UK and make it easier to remove people who should not be here.	MOSTLY FALSE	http://blogs.channel4.com/factcheck/factcheck-immigration-bill-reduce-illegal-immigrants/16004	no	Speculation	
07/10/2013	Sun front page	A SUN investigation today reveals disturbing failings in Britain’s mental health system that have allowed high-risk patients to kill 1,200 people in a decade.	FICTION	http://blogs.channel4.com/factcheck/factcheck-sun-killer-mental-patients/15984	yes	Numerically verifiable	http://www.bbmh.manchester.ac.uk/cmhr/centreforsuicideprevention/nci/reports/AnnualReport2013_UK.pdf
03/10/2013	National Lottery press release	New Lotto gives you more ways to win more money.	MOSTLY TRUE	http://blogs.channel4.com/factcheck/factcheck-lottos-winners-losers/15960	yes	Math needed	http://www.williamhill.com/